"model";"code";"marque";"deleted_at";"created_at";"updated_at";"famille_article_id"
" LECTEUR MP3 + BLUETOOTH X1783  AUTO";"215194";NULL;NULL;"2023-09-06 12:44:46";"2023-09-06 12:44:46";"215"
"008A";"707024";NULL;NULL;"2023-09-06 14:58:58";"2023-09-06 14:58:58";"707"
"100N03";"101001";NULL;NULL;"2023-09-06 12:37:11";"2023-09-06 12:37:11";"101"
"106 DE FER A SOUDER 100W ORG";"240010";NULL;NULL;"2023-09-06 12:44:18";"2023-09-06 12:44:18";"240"
"106 DE FER A SOUDER 20W ORD";"240014";NULL;NULL;"2023-09-06 12:44:18";"2023-09-06 12:44:18";"240"
"106 DE FER A SOUDER 30W ORD";"240012";NULL;NULL;"2023-09-06 12:44:18";"2023-09-06 12:44:18";"240"
"106 DE FER A SOUDER 40W ORD";"240011";NULL;NULL;"2023-09-06 12:44:18";"2023-09-06 12:44:18";"240"
"106 DE FER A SOUDER 40W ORG";"240013";NULL;NULL;"2023-09-06 12:44:18";"2023-09-06 12:44:18";"240"
"106 DE FER A SOUDER 60W EN SACHET ORG";"240009";NULL;NULL;"2023-09-06 12:44:18";"2023-09-06 12:44:18";"240"
"106 DE FER A SOUDER 60W ORG";"240008";NULL;NULL;"2023-09-06 12:44:18";"2023-09-06 12:44:18";"240"
"10N40 PM";"101002";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"10N60 GM";"101003";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"10N60 PM";"101004";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"10N80 PM";"101005";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"11N60 GM";"101007";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"11N60 PM";"101006";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"11N80 GM";"101009";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"11N80 PM";"101008";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"12N10";"101010";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"12N50 PM";"101011";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"12N60";"1031074";NULL;NULL;"2023-12-12 03:21:05";"2023-12-12 03:21:05";"103"
"12N60 PM";"101012";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"15N60";"101013";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"180";"707020";NULL;NULL;"2023-09-06 14:58:58";"2023-09-06 14:58:58";"707"
"20N60 GM";"101015";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"20N60 PM";"101014";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"20N80";"101016";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"22N30";"101017";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"22N50";"101018";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"22N60";"101019";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"230A";"707004";NULL;NULL;"2023-09-06 14:58:58";"2023-09-06 14:58:58";"707"
"24C02";"102001";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"102"
"24C04";"102002";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"102"
"24C08 A";"102003";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"102"
"24C16";"102004";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"102"
"24C32";"102005";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"102"
"24C64";"102006";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"102"
"2N 1711";"103004";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"103"
"2N 2217";"103005";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"103"
"2N 2219";"103006";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"103"
"2N 222A";"103007";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"103"
"2N 2484";"103008";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"103"
"2N 2646";"103009";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"103"
"2N 2905";"103010";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"103"
"2N 2907";"103011";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"103"
"2N 2955 ORG";"103012";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"103"
"2N 3055 ORD";"103013";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"103"
"2N 3055 ORG";"103014";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"103"
"2N 3773";"103015";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"103"
"2N 3779";"103016";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"103"
"2N 3904";"103017";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"103"
"2N 3906";"103018";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"103"
"2N 5401";"103019";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"103"
"2N 5501";"103923";NULL;NULL;"2023-09-06 12:43:45";"2023-09-06 12:43:45";"103"
"2N 5551";"103020";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"103"
"2N 5555";"103021";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"103"
"2N2222";"103001";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"103"
"2N60";"103002";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"103"
"2N6027";"103003";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"103"
"2SC_3858";"101022";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"30F 122";"101023";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"30F 123";"101024";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"30F 124";"101025";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"30F 125";"101026";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"30F 127";"101027";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"30F 131";"101028";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"30F 132";"101029";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"30G 122";"101030";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"30G 127";"101031";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"30J 124";"101032";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"30J 125";"101033";NULL;NULL;"2023-09-06 12:37:12";"2023-09-06 12:37:12";"101"
"30J 126";"101034";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"30J 127";"101035";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"30N60 GM";"101037";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"30N60 PM";"101036";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"3BR 0365";"101042";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"3BR 0565";"101038";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"3BR 0665";"101041";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"3BR 1765";"101039";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"3BR 4765";"101040";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"3N60 F1";"101043";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"3N60 PLASTIC";"101044";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"3N80 PLAST";"101045";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"3N90";"101046";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"401B";"707023";NULL;NULL;"2023-09-06 14:58:58";"2023-09-06 14:58:58";"707"
"40N120";"101047";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"40N60";"101048";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"4N25";"101049";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"4N35";"101050";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"4N40";"101051";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"4N60 C";"101052";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"4N60 PLAST";"101053";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"4N80 A";"101054";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"4N90";"101055";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"501A";"707011";NULL;NULL;"2023-09-06 14:58:58";"2023-09-06 14:58:58";"707"
"50N06 PM";"101057";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"50N60";"101058";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"50N60 GM";"101056";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"50N60 PM";"101165";NULL;NULL;"2023-12-12 03:21:05";"2023-12-12 03:21:05";"101"
"50N65";"101059";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"55818";"707027";NULL;NULL;"2023-09-06 14:58:58";"2023-09-06 14:58:58";"707"
"55N06 PM";"101060";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"5N60";"101061";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"5N78";"101166";NULL;NULL;"2023-12-12 03:21:06";"2023-12-12 03:21:06";"101"
"5N80 ISO";"101062";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"5N80 PM";"101063";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"60N60 GM";"101064";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"60N60 PM";"101065";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"60N90";"101066";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"6A32";"101067";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"6N136";"101068";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"6N60";"101069";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"6N70 PM";"101070";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"6N80 PM";"101071";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"6N90 PM";"101072";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"70N15";"101073";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"70N33 PM";"101074";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"101"
"74HC17";"117001";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74HC373";"117002";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74HC4520";"117003";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74HC574";"117004";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74HC77A";"117040";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"117"
"74LS01";"117005";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74LS04";"117006";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74LS07";"117007";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74LS08";"117008";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74LS110";"117009";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74LS111";"117010";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74LS112";"117011";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74LS113";"117012";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74LS114";"117013";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74LS115";"117014";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74LS137";"117015";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74LS138";"117016";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74LS139";"117017";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74LS14";"117018";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74LS147";"117019";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74LS148";"117020";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74LS150";"117021";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74LS158";"117022";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74LS160";"117023";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74LS164";"117024";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74LS175";"117025";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74LS190";"117026";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74LS193";"117027";NULL;NULL;"2023-09-06 12:37:13";"2023-09-06 12:37:13";"117"
"74LS24";"117028";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"117"
"74LS48";"117030";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"117"
"74LS49";"117041";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"117"
"74LS51";"117031";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"117"
"74LS63";"117032";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"117"
"74LS74";"117033";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"117"
"74LS744";"117034";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"117"
"74LS75";"117035";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"117"
"74LS78";"117036";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"117"
"74LS82";"117037";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"117"
"74LS84";"117038";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"117"
"74LS92";"117039";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"117"
"74LS93";"117029";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"117"
"75N06";"101075";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"101"
"75N75 PM";"101076";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"101"
"75N78";"101077";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"101"
"7N60";"101078";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"101"
"7N80 PM";"101079";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"101"
"808A";"707001";NULL;NULL;"2023-09-06 14:58:58";"2023-09-06 14:58:58";"707"
"808B";"707002";NULL;NULL;"2023-09-06 14:58:58";"2023-09-06 14:58:58";"707"
"80N60";"101080";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"101"
"883A";"707005";NULL;NULL;"2023-09-06 14:58:58";"2023-09-06 14:58:58";"707"
"883B";"707006";NULL;NULL;"2023-09-06 14:58:58";"2023-09-06 14:58:58";"707"
"88N30";"101081";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"101"
"88N30 GM";"101082";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"101"
"8N60";"101083";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"101"
"90N60";"101084";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"101"
"920A";"707003";NULL;NULL;"2023-09-06 14:58:58";"2023-09-06 14:58:58";"707"
"9N50 PM";"101085";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"101"
"9N60";"101086";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"101"
"9N60 PM";"101087";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"101"
"9N70";"101088";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"101"
"9N80";"101089";NULL;NULL;"2023-09-06 12:37:14";"2023-09-06 12:37:14";"101"
"A 1012";"103029";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1013";"103030";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1014";"102087";NULL;NULL;"2023-09-06 12:37:18";"2023-09-06 12:37:18";"102"
"A 1015";"103031";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1020";"103032";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1075";"103033";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1090";"103034";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1094 0RG";"103035";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1095 ORG";"103036";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1102 ORD";"103037";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1103 ORD";"103038";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1104 ORD";"103039";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1104 ORG";"103040";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1105";"103041";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1106 ORD";"103042";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1106 ORG";"103043";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1107";"103044";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1111";"103045";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1113";"103046";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 115";"103047";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1186";"103048";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1200";"102088";NULL;NULL;"2023-09-06 12:37:18";"2023-09-06 12:37:18";"102"
"A 1207";"102089";NULL;NULL;"2023-09-06 12:37:18";"2023-09-06 12:37:18";"102"
"A 1215";"103049";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1216 OCAS";"103050";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1220";"103051";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1246";"103052";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1262";"103053";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1263";"103054";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1264";"103055";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1265";"103056";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1266";"103057";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1273";"103058";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1294 ORD";"103059";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1294 ORG";"103060";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1295";"103061";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1301";"103062";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1302";"103063";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1306";"103064";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 144";"103065";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1490";"103066";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1491";"103067";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1491 ORG";"103068";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1492 OCAS";"103069";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1492 ORD";"103071";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1492 ORG";"103070";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1494";"103072";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1494 OCAS";"103073";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1494 ORG";"103074";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1565";"102090";NULL;NULL;"2023-09-06 12:37:18";"2023-09-06 12:37:18";"102"
"A 1659";"103075";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1837";"103076";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1839";"103077";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1940 ORG";"103078";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1941";"103079";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1941 ORG";"103080";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1943 OCAS";"103081";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1943 ORD";"103082";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1943 ORG";"103083";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 1944";"103084";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 2022";"1031073";NULL;NULL;"2023-09-06 12:44:44";"2023-09-06 12:44:44";"103"
"A 2199";"103085";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 42";"103086";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 473";"103087";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 4750";"102091";NULL;NULL;"2023-09-06 12:37:18";"2023-09-06 12:37:18";"102"
"A 5198";"103088";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 539";"103089";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 545";"103090";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 562";"103091";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 564";"103092";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 6052";"103093";NULL;NULL;"2023-09-06 12:37:19";"2023-09-06 12:37:19";"103"
"A 6053";"102092";NULL;NULL;"2023-09-06 12:37:18";"2023-09-06 12:37:18";"102"
"A 6059";"103094";NULL;NULL;"2023-09-06 12:37:20";"2023-09-06 12:37:20";"103"
"A 6069";"102093";NULL;NULL;"2023-09-06 12:37:18";"2023-09-06 12:37:18";"102"
"A 608";"103095";NULL;NULL;"2023-09-06 12:37:20";"2023-09-06 12:37:20";"103"
"A 614";"103096";NULL;NULL;"2023-09-06 12:37:20";"2023-09-06 12:37:20";"103"
"A 6159";"102096";NULL;NULL;"2023-09-06 12:37:20";"2023-09-06 12:37:20";"102"
"A 6169";"102094";NULL;NULL;"2023-09-06 12:37:18";"2023-09-06 12:37:18";"102"
"A 6252";"102097";NULL;NULL;"2023-09-06 12:37:20";"2023-09-06 12:37:20";"102"
"A 6253";"102098";NULL;NULL;"2023-09-06 12:37:20";"2023-09-06 12:37:20";"102"
"A 6256";"102099";NULL;NULL;"2023-09-06 12:37:20";"2023-09-06 12:37:20";"102"
"A 6259";"102095";NULL;NULL;"2023-09-06 12:37:18";"2023-09-06 12:37:18";"102"
"A 642";"103097";NULL;NULL;"2023-09-06 12:37:20";"2023-09-06 12:37:20";"103"
"A 643";"103098";NULL;NULL;"2023-09-06 12:37:20";"2023-09-06 12:37:20";"103"
"A 647";"103099";NULL;NULL;"2023-09-06 12:37:20";"2023-09-06 12:37:20";"103"
"A 671";"103100";NULL;NULL;"2023-09-06 12:37:20";"2023-09-06 12:37:20";"103"
"A 673";"103101";NULL;NULL;"2023-09-06 12:37:20";"2023-09-06 12:37:20";"103"
"A 684";"103102";NULL;NULL;"2023-09-06 12:37:20";"2023-09-06 12:37:20";"103"
"A 694";"103103";NULL;NULL;"2023-09-06 12:37:20";"2023-09-06 12:37:20";"103"
"A 698";"103104";NULL;NULL;"2023-09-06 12:37:20";"2023-09-06 12:37:20";"103"
"A 708";"103105";NULL;NULL;"2023-09-06 12:37:20";"2023-09-06 12:37:20";"103"
"A 715";"103106";NULL;NULL;"2023-09-06 12:37:20";"2023-09-06 12:37:20";"103"
"A 720";"103107";NULL;NULL;"2023-09-06 12:37:20";"2023-09-06 12:37:20";"103"
"A 730";"103108";NULL;NULL;"2023-09-06 12:37:20";"2023-09-06 12:37:20";"103"
"A 733";"103109";NULL;NULL;"2023-09-06 12:37:20";"2023-09-06 12:37:20";"103"
"A 755";"103110";NULL;NULL;"2023-09-06 12:37:20";"2023-09-06 12:37:20";"103"
